trial_index,condition_name,total_signals,sifted_key_length,sifting_ratio,test_bits,estimated_qber,actual_qber,estimated_error_count,actual_error_count,corrected_bits,reconciliation_leakage,reconciled_key_length,final_key_length,final_key_rate,compression_ratio,accepted,final_keys_match,reconciliation_matched,z_basis_sifted_length,z_basis_qber,x_basis_sifted_length,x_basis_qber,qber_ci_lower,qber_ci_upper
4,Eve_1.00_Noise_0.00,1000,504,0.504,101,0.3069306930693069,0.23214285714285715,31,117,0,0,0,0,0.0,0.0,False,False,False,243,0.20987654320987653,261,0.25287356321839083,0.2254362719999442,0.4025734825504953
0,Eve_1.00_Noise_0.05,1000,514,0.514,103,0.3786407766990291,0.3132295719844358,39,161,0,0,0,0,0.0,0.0,False,False,False,239,0.3054393305439331,275,0.32,0.29092715646348816,0.47508127999977606
1,Eve_1.00_Noise_0.05,1000,485,0.485,97,0.26804123711340205,0.23917525773195877,26,116,0,0,0,0,0.0,0.0,False,False,False,229,0.2445414847161572,256,0.234375,0.1899755567554991,0.36377941142664155
2,Eve_1.00_Noise_0.05,1000,473,0.473,95,0.2631578947368421,0.2769556025369979,25,131,0,0,0,0,0.0,0.0,False,False,False,233,0.2875536480686695,240,0.26666666666666666,0.1850652476987089,0.35966020924104136
3,Eve_1.00_Noise_0.05,1000,515,0.515,103,0.2815533980582524,0.26796116504854367,29,138,0,0,0,0,0.0,0.0,False,False,False,252,0.25,263,0.28517110266159695,0.2037649879029937,0.3750501977308818
4,Eve_1.00_Noise_0.05,1000,543,0.543,109,0.3577981651376147,0.31123388581952116,39,169,0,0,0,0,0.0,0.0,False,False,False,284,0.323943661971831,259,0.2972972972972973,0.2740627128789262,0.45121556405952407
0,Eve_1.00_Noise_0.10,1000,509,0.509,102,0.22549019607843138,0.2632612966601179,23,134,0,0,0,0,0.0,0.0,False,False,False,265,0.28679245283018867,244,0.23770491803278687,0.15521692835323753,0.31568983517815397
1,Eve_1.00_Noise_0.10,1000,528,0.528,106,0.3018867924528302,0.2765151515151515,32,146,0,0,0,0,0.0,0.0,False,False,False,281,0.25622775800711745,247,0.29959514170040485,0.2226843277028107,0.3949463879583763
2,Eve_1.00_Noise_0.10,1000,502,0.502,100,0.33,0.300796812749004,33,151,0,0,0,0,0.0,0.0,False,False,False,243,0.2880658436213992,259,0.3127413127413127,0.24563122734128034,0.4269465620490947
3,Eve_1.00_Noise_0.10,1000,469,0.469,94,0.24468085106382978,0.27078891257995735,23,127,0,0,0,0,0.0,0.0,False,False,False,225,0.27555555555555555,244,0.26639344262295084,0.16893461096432763,0.34047581097178026
4,Eve_1.00_Noise_0.10,1000,473,0.473,95,0.3368421052631579,0.25792811839323465,32,122,0,0,0,0,0.0,0.0,False,False,False,244,0.2459016393442623,229,0.27074235807860264,0.24979252148421402,0.436573904407614
0,Eve_1.00_Noise_0.15,1000,491,0.491,98,0.17346938775510204,0.26272912423625255,17,129,0,0,0,0,0.0,0.0,False,False,False,253,0.24110671936758893,238,0.2857142857142857,0.11122131829641894,0.26035092015039285
1,Eve_1.00_Noise_0.15,1000,498,0.498,100,0.28,0.2971887550200803,28,148,0,0,0,0,0.0,0.0,False,False,False,248,0.3024193548387097,250,0.292,0.20139685211186212,0.3748802870992116
